customer_text_clean,brand_response_clean,intent,label_confidence
@115858 issue with the iOS update. Laggy and unresponsive on screen at times. Will stall and freeze. Please fix.,"@381844 You’re in the right spot, and we’d love to team up with you on this. To begin, are you using iOS 11.0.3?",ios_update_issue,0.7073783
"The last week my iPhone goes from 70% battery to 1% in less than 30mins even when I havnt touched the phone😡 i have it on battery saver even tried air plane Mode, it’s so annoying! @AppleSupport why is this happening it’s so frustrating","@251452 You've come to the right place, we'll be happy to look into this with you. To start, can you check if there's any message that mentions your iPhone's battery being in need of service, in Settings > Battery? Use this article as reference:",battery_issue,0.706393
Last time there was a new iOS update my phone crashed! New update & my less than a yr old phone died Thanks @115858 #ForNothing #Rediculous,"@210315 If you are experiencing an issue with your iPhone, we would like to help. What exactly is happening?",ios_update_issue,0.73525167
iMessage and FaceTime stopped working on my phone hours agooo and still nothing. @115858 @AppleSupport,@541619 We'll get you connected again. Are you receiving any type of error message? Please send us a DM letting us know.,messaging_or_communication,0.64791536
MY APPLE MUSIC STILL ISNT WORKING! I AM NOT PAYING FOR A BLACK SCREEN @AppleSupport,"@139846 Let's get you listening to your music again. What kind of device are you trying to connect to Apple Music with, and how are you connecting?",media_playback_issue,0.71933615
@115858 everything on the iPhone keyboard is in the wrong place,"@574722 Send us a DM telling us the country you're in, the iOS version on your iPhone, and when you first noticed this.",system_ui_keyboard_or_notification_bug,0.6773487
my battery keeps dropping 1% every few seconds @115858 fix ur phones wtf,@627749 We'd love to help! Send us a DM with which version of iOS you're using to get started.,battery_issue,0.73606014
@AppleSupport My Apple Music doesn’t function any longer. It freezes. My programs shut down now. Everything just sucks. I️ should have never updated.,@494696 We'd be happy to take a close look into this. Send us a DM.,media_playback_issue,0.6898843
.@AppleSupport does someone wanna explain to me why my keyboard on my brand new iPhone X is tripping out?,"@699753 Definitely not what we want to hear, but we can help! What exactly do you see occurring with your keyboard? Can we get a screen recording of it?",system_ui_keyboard_or_notification_bug,0.6510313
@AppleSupport I downloaded (not installed) iOS 11.2 beta 2 I get home and now all my photos are reinstalling and missing half! Help!!,"@532844 Thanks for reaching out. We want to help get your photos back. Please send us a DM, and we'll get started.",icloud_photos_or_mail,0.658025
@AppleSupport why can I️ not type the letter “I️”??????,@477120 We're here to help. DM us the device you're using & we'll go from there.,system_ui_keyboard_or_notification_bug,0.6552275
Hey @AppleSupport why does my phone not type the letter “i” anymore. Seee I️,@508182 Thanks for reaching out. We have an article with some recommend helpful steps: DM us any questions.,system_ui_keyboard_or_notification_bug,0.65378934
"@AppleSupport @682657 Same happened to me and I tried to install the update through itunes and the massage pop out ""there was a problem downloading the software for the iphone, the requested source was not found"" just one step to through it from the window !!",@276122 We'd be happy to look into this with you. Can you tell us which iPhone and version of software you're currently using?,ios_update_issue,0.75190634
@AppleSupport my phone is frozen????????? check your DM,"@716719 We've recieved your DM's, and we look forward to working with you there.",device_performance,0.70204824
"@AppleSupport help me out, I have bought a MacBook Air 2 days ago and I’ve just opened it and the screen is broken","@249877 Hello. This is definitely not the experience we want you to have and we'll do everything we can to help. To get started when you mention broken, does that mean there is physical damage to the screen?",hardware_repair_or_damage,0.6331147
"@AppleSupport why is my phone not able to connect to the internet 50% of the time i know its not the provider because i have tried multiple hotspots,routers whatever and the same problem occurs. PLEASE HELP!","@656933 Having internet access is absolutely neccessary and we'll be happy to look into this with you. Have you had a chance to check out this article? If not, give the steps listed in there a try. They apply for both poor signal as well as none.",connectivity_issue,0.60754627
@AppleSupport my iPhone 7 keeps freezing and I have to constantly do a hard reset! #Notcool,"@557451 Thanks for reaching out to us. We are always happy to help. Send us a DM, so we can look into this together.",device_performance,0.70128787
@AppleSupport my laptop is currently doing the most recent update I believe - but when I open iMessage none of my messages load or come through. When I send it it takes forever & shows up from my appleid email not phone #,@500709 Have you been able to attempt any troubleshooting at all since noticing this issue? Even small things like restarting the device?,messaging_or_communication,0.6137503
Can you guys pls tell me why my iMessage is discombobulated? It’s been acting up since 8:45 pm YESTERDAY! 😭 @AppleSupport,@713092 We'd be happy to look into this with you. Can you provide us which device and iOS version you're using? You can locate the iOS version from Settings > General > About > Version. We'd also like some details of what you're experiencing.,messaging_or_communication,0.61245215
@AppleSupport It reoccurred. same exact issue. Had to close out the Mail app to restore. I can’t be only one with this problem.,@150984 We're going to need more space so we can dig in deeper on this one. Can you join us in DM?,icloud_photos_or_mail,0.6444613
@AppleSupport Okay it's done it again? I fixed it the first time after managing to change my ID password and log everything back in but it's just logged everything on my phone out and keeps failing when I try and log ID back in,"@789041 Let's get to the bottom of this together. So that we're on the same page, please DM us from here and let us know which iPhone and version of iOS you're using. This can be found under Settings > General > About.",authentication_or_code,0.68296343
@AppleSupport After updating to iOS 11.0.2 I’m unable to download updates for my apps. I’ve 13 waiting to update & only get spinning circle,@193948 We want to help get those apps updated. Let's restart first and then test by updating a single app.,ios_update_issue,0.7151149
Hey @AppleSupport I heard I can change my Apple ID to my @798 email but when I try it says nope. What gives? Spent an hour signing out & in.,@123181 We'd be happy to provide you with some info. Start by taking a look at the following article:,authentication_or_code,0.7059062
Since I’ve updated my iPhone 7 Plus it’s caused me nothing but problems... every day having to restart 😤 #ios11update @115858,"@362833 Hello. We'd like to make sure that you are referring to iOS 11.0.3, correct? Also, can you clarify the issues you're having for us?",ios_update_issue,0.73980474
@AppleSupport ever since your update. My phone freezes constantly opening apps!,"@610150 Hey, we want to hear more about what's going on so that we can help you. Let's meet in DM and we'll go from there.",app_crash_or_freeze,0.682357
"@AppleSupport iMessage isn’t working for me and 5 other people. Also, I’m not getting any notifications. I’ve restarted my phone multiple times. I’m using the iPhone 7.","@224485 Thanks for reaching out to us today. We’ve received your DM, and will continue working from there. Be on the lookout for our response.",messaging_or_communication,0.66960466
@AppleSupport my Apple Music isn’t adding songs to my library. Using latest iOS iPhone 7,@753308 We want to help make sure you can enjoy your music. What happens when you try to add a song to a playlist?,media_playback_issue,0.68063056
@AppleSupport IOS 11 downloaded but while installing it gives message of failure updating,@672833 Thanks for reaching out. Let's work through the steps here to get your iOS 11 update installed:,ios_update_issue,0.69513816
@AppleSupport @115858 please Tell me why I️ can’t type the letter “I️”? Why does it come up with the A ?,@518402 Here’s what you can do to work around the issue until it’s fixed in a future software update:,system_ui_keyboard_or_notification_bug,0.6901283
@115858 you wanna tell me why my (and my boyfriend’s) messages app keeps crashing every time I open it??? It’s an iPhone 7 Plus. Wtf and yes everything is fully up to date. Most annoying thing to not have working.,"@156812 Let's help get Messages up and running as expected. Reply by DM, and we'll take it from there.",app_crash_or_freeze,0.6744782
"@AppleSupport So I do the forgot my password thing, put my number, get a new password but it still says it’s wrong. Pls help",@209360 Let's reach out to our Account security team with this link:,authentication_or_code,0.66162896
"@AppleSupport As I mentioned, it’s nearly all apps. My #iphone just froze when having safari open and I had to restart. AGAIN. Now it freezes daily.",@357407 This isn't how it should be. DM us where you're located & we'll go from there.,app_crash_or_freeze,0.654982
@AppleSupport since updating to the “new iOS update” my phone is using far more battery and my apps keep crashing. Sort out your updates.,"@590716 We'd like to help. First, could you meet us in DM with the exact version of iOS you have? Check Settings > General > About",app_crash_or_freeze,0.64283097
@AppleSupport It’s whenever my phone is on charge for longer than a couple of hours!? Also all my iCloud photos have disappeared. How do I get them back?,@313813 We'd like to further review this for you. Please DM us and we'll go from there.,icloud_photos_or_mail,0.7662996
@AppleSupport She deleted our message thread and she's able to text now.,@358318 We're glad to hear that. Let us know if you have any further questions. Enjoy!,messaging_or_communication,0.6256951
@115858 Videos in my photos are not playing ..I am using iPhone SE .. please help me playing my videos ! Thanks.,@152768 We're happy to assist. Which iOS version are you currently running? Go to Settings > General > About for the version.,media_playback_issue,0.74120456
@AppleSupport My phone is constantly freezing. This makes no sense.,@513924 Does this occur with all apps or particular ones? Let us know via DM:,device_performance,0.7265918
Anyone know how to wipe an #iphone when the screen has broken #apple #iphonehelp @115858 #TechSupport #PhoneHelp,"@375118 Great question. You can, by going to the iCloud website via a computer. Follow the steps here:",hardware_repair_or_damage,0.6520567
"@AppleSupport Is Mac Mail down? I'm having issues receiving/ sending emails (via Google). Please help, thank you!",@518302 Let's figure this out together. Which macOS version are you using? Check out this link for assistance:,icloud_photos_or_mail,0.6490972
"When your iPhone won’t connect to WiFi or let you turn it on and you’ve tried every fix. Gee, thanks @115858",@609296 No Wi-Fi connection is no good. We can help out with this. Please shoot us a DM and tell us what version of iOS you're on.,connectivity_issue,0.7197535
@AppleSupport It’s an iPhone 7 running iOS 11,"@497272 Got it. Send us a DM, and we'll continue with you from there.",information_or_how_to,0.55010897
"@AppleSupport Hi, since the new update my phone keeps freezing. Any suggestions?","@608152 We're more than happy to work on a resolution with you. Please DM your iPhone model, iOS, and country. We'll meet you there!",device_performance,0.75939363
"I got my phone fixed 2 weeks ago and I just dropped my phone with a case on it ON CARPET from at MOST four feet, and my screen shattered.... @AppleSupport how?","@136626 We're sorry that this happened, so let us help you get it taken care of. DM us so we can better assist you:",hardware_repair_or_damage,0.6432618
Hello @AppleSupport - your new iOS has crashed my brand new iPhone & I can't get in for tech support for several days! Can you assist?,"@711873 Hey Lynda! We absolutely would like to look into this with you. Can you send us a DM letting us know what iPhone model you're using, as well as which iOS 11 version you have installed?",hardware_repair_or_damage,0.627331
@115858 please fix my iPhone i don’t want the new one 😂,@532941 We're here to help. Let us know what is going on and we can go from there together.,hardware_repair_or_damage,0.60875726
"Hey @AppleSupport, since I updated my iOS Apple Music won’t even open. Help?",@599100 Have you had a chance to restart your iPhone since noticing this? Please DM us exactly what happens when you open Music.,media_playback_issue,0.72625643
@AppleSupport i need assistance...my imessage stopped working. It keeps saying “waiting for activation...” can you assist me please?,@677837 We received your DM. We will continue chatting with you there.,messaging_or_communication,0.696462
"@AppleSupport why does my Apple ID say it doesn’t exist when I try to log in, i made an account with it ages when I try to make a new account with that email it says it already exists!","@261186 We're here to help. Our Account Security team can look into your Apple ID account and see what's going on. To get started, click here:",authentication_or_code,0.69874954
"@AppleSupport when I try and connect to my phones personal hotspot, it says that the password is wrong on my iPad. Please help!","@203476 We're here to help! Let us know via DM the type of iPhone and iPad you have, and which iOS is on each, then we can proceed.",connectivity_issue,0.61059535
@AppleSupport iOS 11 battery life is so terrible I’m growing to hate my iPhone 7. I have to charge so often it’s like a landline. @115858,@222724 Let's look into that. Send us a DM and we'll go from there.,battery_issue,0.7061373
"@AppleSupport hey I️ want to know why when I️ try to type the letter “I” , it tries to autocorrect it with an “A” and a question mark.",@461657 We understand your concern. We're here to help. Let's meet in DM and we'll go from there.,system_ui_keyboard_or_notification_bug,0.6593032
@AppleSupport My iPhone keeps freezing I’ve had to reset it so many times??,@526606 We're here for you! Send us a DM with your current iOS version and we'll continue there.,device_performance,0.7100278
@AppleSupport either the apps randomly close while in use or refuse to open entirely. Half of my music is unavailable too,@430738 Got it. Have you checked the AppStore to see if there are any updates available for your apps? Are you an Apple Music Member?,media_playback_issue,0.6544482
@AppleSupport I keep losing WiFi Just disconnects from my home network after a few minutes and I have to manually reselect the network. iPhone X on iOS 11.1.2,@292660 We'd like to help! Send us a DM with the country that you are located in to continue.,connectivity_issue,0.5817569
"@115858 I can't type the letter ""I"" without getting the letter A and a symbol. FIX it please!!!",@632622 Here’s what you can do to work around the issue until it’s fixed in a future software update:,system_ui_keyboard_or_notification_bug,0.72942156
"@AppleSupport I'm having the hardest time with my Apple ID, the call center couldn't troubleshoot and no luck online Why is it so difficult?",@223297 What's going on with your Apple ID? Maybe we can offer some advice. Send us a DM and let us know.,authentication_or_code,0.6434673
@AppleSupport My phone is telling me the WiFi password for my own network is wrong. It’s not. My phone needs to straighten up. #iPhone7,@601042 We're happy to help out! Have you tried restarting your router yet? Join us in DM to let us know if that works.,connectivity_issue,0.59539795
"@AppleSupport i right now do not have my phone on me and i need to get to my icloud email, to get in i need the verification code",@302192 Thanks for reaching out. We've received your DM and we'll continue there.,authentication_or_code,0.6545414
all my photos and videos from all my concerts got deleted off icloud drive but the pictures of me and someone i don’t associate myself w anymore are still on there 🤔 @AppleSupport fix this b,"@143484 We know how important it is to have your photos and videos and we're happy to do everything we can to help. To start, please DM us with the country where you're located and the device model you're using.",icloud_photos_or_mail,0.7247723
@AppleSupport dudes why cant i update to ios 11 at all i have the 6s,@656895 We'd love to help you update your iPhone. What happens when you try? Are you updating via Wi-Fi or through iTunes on a computer?,ios_update_issue,0.7153386
"@AppleSupport this is the 3rd time I update my iphone7 cause of ios11 failure, this is worst iOS update ever!! and this time its not fixed by the update.","@246290 We want your iPhone 7 to run it’s best as well, so let’s work together on this. Let us know the issues you are having and which iOS version you've updated to.",ios_update_issue,0.7397953
Hey @AppleSupport why do I have to keep signing in?,@664861 We'd like to see what we can do to help address this. DM us and we'll continue from there.,authentication_or_code,0.6559804
"@115858 what gives? iCloud not working or down and I can’t access 8000 of my photos or 10,000 of my songs! Yes, I reset and logged out and in.","@813958 We want to help you access your iCloud info. It sounds like you can log in but aren't seeing your photos or music. DM us if you use iCloud Photo Library and iCloud Music Library. Also, include the device and OS you're having this issue on. We'll help there.",icloud_photos_or_mail,0.6202867
hey @AppleSupport can you help me? my phone crashed and now it won't let me use iMessage,"@314984 We'd be happy to look into this with you. Send us a DM, and we'll continue from there.",messaging_or_communication,0.7079499
@AppleSupport Please fi️x my i️phone,@532232 Here’s what you can do to work around the issue until it’s fixed in a future software update:,hardware_repair_or_damage,0.612285
I’m gonna need @115858 to fix the problems with iMessage. It force closes almost every time I open it.,@289935 Let's work together to get this fixed. Is Messages the only app you're experiencing this issue with?,messaging_or_communication,0.6401608
@AppleSupport what has happened to our battery life with iOS 11. Horrible,@354176 We're here to help. Let's take this to DM so we can better assist you.,battery_issue,0.70053667
@AppleSupport why is my iPhone being so slow 😩 the software is up to date!,@331071 The performance of your device is crucial. Let's look into this together. Can you provide us details of what you're experiencing?,device_performance,0.73097587
"@AppleSupport @115858 my photos and videos have just been removed without my permission. They’ve been restored onto my phone however, some photos and videos are missing.",@669339 We'd like to help. What kind of phone do you have and is it running iOS 11.1.1? You can check in Settings > General > About. Let us know in DM along with some more details about this and we can work together.,icloud_photos_or_mail,0.63763756
"How do i delete ""ghost"" albums on my iCloud?albums are empty and deleted on my device but still appearing on my iCloud @AppleSupport","@322374 We'd love to help with this. To clarify, you're talking about photo albums, correct?",icloud_photos_or_mail,0.6244105
"@115858 @AppleSupport since I installed the new IOS my phone is crashing everyday, stopped working and start getting hot. What is going on??",@607379 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can troubleshoot together.,app_crash_or_freeze,0.64423376
can imessage stop crashing when i’m trying to send paragraphs. thanks. @AppleSupport @115858,@267193 Let's look into that. What device is the issue occurring on?,messaging_or_communication,0.61742353
"@AppleSupport apple I need help! my macbook wont turn on (screen), what do do",@388725 Help is here. Have you tried the steps found here? Let us know and we'll go from there.,hardware_repair_or_damage,0.60537416
@AppleSupport why is it that Photos is always trying to upload the whole library to iCloud? I’ve verified all pics are present in the cloud.,@347349 Our Photos experts would be able to look into that with you! You can reach them here:,icloud_photos_or_mail,0.6230481
Why can’t I download IOS 11.0.2 ? @115858 @163008 @AppleSupport,@163007 We want to help. What happens when you try to update?,ios_update_issue,0.76717925
@AppleSupport Do you have any advice regarding how to check my battery health? It’s been draining significantly faster in the last month,"@553128 We’d love to help. To start, send us a DM letting us know which device and exact software version you’re using.",battery_issue,0.7067874
I'm in verification code loop hell > request > no code > recover account > no card > request > no code > recover acc > !!! @AppleSupport?,@737240 We are here to help. DM us the details of your issue and we can take a look at this.,authentication_or_code,0.71399164
@AppleSupport WTF happened to my battery life on my 7 plus????? This new iOS update is AWFUL! FIX IT!!!!,@610027 We know how vital the battery is & we'll help. Please complete these steps: Please DM us the result.,battery_issue,0.69883734
@AppleSupport No it’s set as default settings,@196050 Got it. Please follow the steps here: This includes an SMC and NVRAM reset. Let us know the results.,information_or_how_to,0.5761233
@AppleSupport I just removed and reinstalled the app and it’s still crashing,@266419 Let's go ahead & continue in DM so we may better assist you.,app_crash_or_freeze,0.7702372
My phone fell and now the screen is coming up. Why @AppleSupport,@357571 We'd be happy to look into service options for your region. DM with your current location.,hardware_repair_or_damage,0.6001758
"@AppleSupport I have a new iPhone 7 and since update my battery lasts 3 hours NOT BEING USED AT ALL. I have to go to android, it’s insane.",@588059 Have you tried these tips yet to see if it helps? We'd like to work with you to get this fixed.,battery_issue,0.7042856
"@AppleSupport My apple music isn’t working properly, it keeps skipping itself back to the very first song on my playlist... wont let me listen to any song",@391958 We've got your DM and will continue with you there.,media_playback_issue,0.68965995
@115858 I loved the iPhone 7 until this current update. Battery life is so bad now. How can I rectify this?!,@605828 You're in the right place for help. Let us know the exact iOS version in a DM and we'll continue there.,battery_issue,0.7028325
@AppleSupport I have a green line on my iPhone X screen...any idea how to fix this?,@813124 Let's see what we can do to get this resolved. Send us a DM with the country you're located in to get started.,hardware_repair_or_damage,0.86391103
@AppleSupport my phone 📱 won’t properly type the letter after H in the alphabet. Please assist! 😳😬😨,@597971 Here’s what you can do to work around the issue until it’s fixed in a future software update:,system_ui_keyboard_or_notification_bug,0.69980323
Having trouble with pairing my @16134 MID II Bluetooth and @115858 Macbook Pro. Anyone who can help? Thanks! #Music #Question,@271147 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started.,connectivity_issue,0.5999908
2 hours ago my phone was working fine & now it’s lagging and crashing every app I open @AppleSupport y’all need a new iOS update,@354770 What version of iOS are you currently on? Let us know in DM and we'll be happy to help.,ios_update_issue,0.7080667
@115948 @AppleSupport why is that the music I downloaded from my computer into my iPhone can’t play? I have Apple Music and any song it can’t match in your library it prevents me from playing songs.,@789665 Being able to play your music is important and we're happy to help. Please DM us detail regarding the specific error message you're receiving and we'll do our best to help sort this out.,media_playback_issue,0.72944224
"@AppleSupport OK. let's in English. What do you think? IMessage doesn’t work. Reset, reboot doesn’t t help.",@442643 We'd love to help. Please tell us which version of iOS you have installed. You'll see this in Settings > General > About.,messaging_or_communication,0.7211965
Also can @115858 please fix my phone from auto correcting every time I type the letter I️,@511235 Here’s what you can do to work around the issue until it’s fixed in a future software update:,system_ui_keyboard_or_notification_bug,0.6592279
Anybody having issues with latest iOS update? Ever since I did it my phone randomly freezes. I’ve had to restart it 3x today. @AppleSupport,@204183 Let's take a look together! Are you using Low Power Mode? Per some features might take longer.,ios_update_issue,0.7603565
"@AppleSupport Hi, some photos have disappeared from my iCloud. Any ideas why? Or if I can get them back? Thanks!",@259107 We'd be happy to look into this with you. Send us a DM with more details. We'll help you there.,icloud_photos_or_mail,0.8979435
@AppleSupport this new iOS update sucks. Fix it. Now my phone needs to reset 2 times a day bruh.,@731780 Reach out to us via DM and let us know what's going on. We maybe able to help resolve your issue.,ios_update_issue,0.7094238
"@AppleSupport I updated my iPhone 6S to IOS 11 and it won't let me login to my Apple ID, even though the password is right, pls hellp!!",@184358 We've responded to your DM. Look for us there.,authentication_or_code,0.6846621
@115858 when closing apps the last one won’t swipe up to close,"@616015 Let's look into this together. To get started, let us know which device you're using.",app_crash_or_freeze,0.6660923
"@115858 ever since I updated on my 6s plus to iOS 11 it has been horrible and glitchy and random reboots, anything you can do for me???",@297769 We can definitely help look into this with you. Which exact version of iOS is currently installed?,ios_update_issue,0.6956173
@AppleSupport new iOS update made my phone extremely laggy!!!! Stop releasing faulty updates and get ur stuff together Apple! #frustrated,"@323838 We'd like to help. Can you tell us which iPhone you're using, and which version of iOS 11 you have installed?",device_performance,0.7049014
Hey @115858 fix my iPhone8plus I️ can’t take it,@510675 We're here to help. Meet us in DM and tell us what's going on.,hardware_repair_or_damage,0.5991861
"@AppleSupport No, no error messages - I just have to constantly enter & re-enter my AppleID and my password",@177306 Got it. Reach us via DM to gather more information.,authentication_or_code,0.64536804
Updating the latest #ios making the phones more slow waht are u doing @AppleSupport,"@609946 We’d like to help get your device running smoothly. Send us details about what’s going on in DM, and we’ll take a look there.",device_performance,0.7465226
@AppleSupport I was with version 11.1 and my apps just crashed every time i open them,@692600 We can definitely help out. Are you seeing this issue with any specific apps or usage? Do you do anything to restore function?,app_crash_or_freeze,0.74331254
"Most recent iOS update is utter shyte and gobbles power. What was wrong with the previous version? Thanks, @115858 !","@349837 Battery life is important, and we can help. To clarify, can you tell us which version of iOS 11 your device is on?",ios_update_issue,0.70083725
My battery was just at 100% 15 minutes ago...in my pocket and now it’s at 86%. @115858 wtf y’all on,"@535074 We’d love to help with your battery. To start, send us a DM letting us know which device and exact software version you are using.",battery_issue,0.7288837
"@AppleSupport I have a problem with my music, it won’t play, like when I press play, it automatically pauses",@198367 Hi there! Which device are you using? Let us know in DM and we'll go from there.,media_playback_issue,0.6829381
@AppleSupport Anyone else experiencing this issue with the new iOS update?,@455186 Thanks for reaching out! We’d be happy to look into this with you. DM us your iOS version to proceed.,ios_update_issue,0.7524614
"@AppleSupport. Any chance you could fix mine and every other bugger’s iPhone? If I had wanted an iPhone X, I would have purchased one. You see, I was alright with my fairly recent phone, until your update well and truly killed it. #iPhoneUpdate","@640246 DM us some details on the issues you’re noticing with your iPhone, and we’ll partner with you to work towards a resolution.",ios_update_issue,0.7160233
"it's my imessage, it won't let me log in. help @AppleSupport","@397679 We want to help. What happens when you try to sign in? Receiving any error messages? Also, which iOS version do you have installed?",messaging_or_communication,0.71191746
"@AppleSupport Every 10/15 minutes my phone will freeze in different apps, then I must reboot the device to get it back working which takes 5 minutes!",@330142 Can you let us know the exact version of iOS 11 you're running? You can check by tapping on Settings > General > About.,app_crash_or_freeze,0.6856989
"@115858 @116230 I accidentally deleted something I shouldn’t have, and now all of my apps are crashing.",@397540 We're sorry to hear that all your apps are crashing. Can you open your trash can and see that file there?,app_crash_or_freeze,0.6731989
@AppleSupport hello with ios11 I cant connected with personal hotspot by using wifi ( its taken along time and it failed ),"@463831 Understood. Which version of iOS do you have installed, and which iOS device model are you using?",connectivity_issue,0.63669777
@AppleSupport Help please @AppleSupport. Only thing left to set up on new 8+ is my photo library. I thought it would automatically load from iCloud but it hasn’t and is blank. How do I get all my photos??,@155299 well let's see where those have gone so you can get this iPhone set up at last! Did other iCloud content come over already like contacts?,icloud_photos_or_mail,0.6315255
@AppleSupport my phone keeps freezing and reseting itself??,@615331 We want to help. DM us the country you're in and any other details on your iPhone and the issue. We'll go from there.,device_performance,0.753582
@AppleSupport why is my phone so laggy!!!!,@740929 We are here to help. DM us your device details and we can take a look at this.,device_performance,0.72161657
@115858 i am Having issues typing the letter i!!!! Please get this resolved🤬,@525419 Here’s what you can do to work around the issue until it’s fixed in a future software update:,system_ui_keyboard_or_notification_bug,0.66666514
@AppleSupport am unable to send mail thru IOS it seems to be a global issue please help #IOSYahooMail,@660673 Thank you for reaching out to us. We're happy to help. Are you able to login to your Yahoo account through a web browser or a different device? When did you first notice this?,icloud_photos_or_mail,0.6849607
@AppleSupport why is my phone freezing every second after your latest update????????????????????????????????? Thanks.,@298538 We want to help. Send us a DM letting us know if you are updated to iOS 11.0.2,device_performance,0.7255824
@AppleSupport My iphone won't turn on despite me charging it for ages and doing a hard reset what shall i do?,@665556 We can help get your iPhone back up and running! Have you followed all the steps in this article?: Just let us know and we'll go from there.,battery_issue,0.69737357
.@AppleSupport turned on my iCloud photo. At first it said i couldn’t send pictures cause they didn’t download. But now i only have like 4 pictures. How can i fix this?,@732665 We can certainly take a look at this with you. Have you used iCloud Photo Library in the past with any devices? DM us and let us know.,icloud_photos_or_mail,0.65324354
"@AppleSupport The same, Bluetooth is not working",@204181 This article provides steps if you can't connect a Bluetooth accessory: Let us know if this helps.,connectivity_issue,0.58981687
@AppleSupport Updated my phone yesterday and every time I get a notification my music stops playing smh😪,@530601 Is this happening while using Apple Music? Send us a DM and let us know more details.,media_playback_issue,0.6512644
"@AppleSupport @115858 bought my iPhone less than 6 months ago and it doesn’t work with group messages, calls, etc. called support, wiped and re loaded software, still broke and support won’t help. No external or water damage. Need a new phone, whatcha gonna do to fix that?",@765670 We'll gladly take a look into it. Please send us a DM so we may better assist you.,hardware_repair_or_damage,0.6034208
yo @AppleSupport what is this zoom square shit on the iphone x it keeps happening to me,"@809690 We can help with this. Check Settings > General > Accessibility to see if you have Zoom enabled. If not, send us a DM. We'll meet up there and look at it together.",system_ui_keyboard_or_notification_bug,0.65474707
Why is my IPhone glitching so much lately? @115858 @AppleSupport,@753611 We'd love to help. Could you provide us a few more details? Which iPhone do you carry and which iOS does it have installed?,system_ui_keyboard_or_notification_bug,0.6753734
Does anyone’s iPhone type weird character when you type the letter I️? How do I fix this? @AppleSupport,@488601 We're here for you. Let's have you try something before we go too much further to address this:,system_ui_keyboard_or_notification_bug,0.7433921
@AppleSupport My phone keeps freezing and and shutting off! For no reason! I have updated the software and restarted numerous times. This happens multiple times a day!!,"@666608 Got it, thanks for clarifying that for us. Going forward, can you DM us which iOS 11 version you're using, and we'll continue further from there.",device_performance,0.71381545
Could resetting your Apple ID password any more aggravating? @AppleSupport,"@632114 Are you attempting to reset your password with the steps here?: If so and you continue to have an issue, reach out to our Apple ID team here to further assist:",authentication_or_code,0.7174171
@AppleSupport hi there! I am not getting enough support regarding my lost password for Apple ids. Who can help me?,"@662512 We're happy to guide you. Have you tried to reset it? Let us know if you're unable to, and we'll get you pointed in the right direction.",authentication_or_code,0.7533829
